date,Sub,FLOW,FLOW_lag1,FLOW_lag2,FLOW_lag3,TN,TN_lag1,TN_lag2,TN_lag3,TP,TP_lag1,TP_lag2,TP_lag3
2007-01-05,13,0.0826,0.0894,0.0863,0.0892,0.018916464891041162,0.015924061645538154,0.01730075962405047,0.01920362066101976,2.4801587301587297e-06,2.408028834203331e-06,2.239710742028239e-06,2.179870453413054e-06
2007-01-05,14,0.0118,0.0122,0.013,0.0136,0.031093063402385435,0.03434274438372799,0.036502849002849,0.040083741830065356,1.8341964846202136e-05,1.7645719489981785e-05,1.66488603988604e-05,1.591435185185185e-05
2007-01-05,15,0.0324,0.0342,0.0354,0.0364,0.012181355738454504,0.012995451591942818,0.013503086419753086,0.014499389499389498,8.323331047096479e-06,7.85141867013212e-06,7.617964009206946e-06,7.44047619047619e-06
2007-01-05,16,0.175,0.178,0.183,0.189,0.016335978835978836,0.018726591760299623,0.021314005262092692,0.02486282578875171,2.202380952380953e-06,2.152257594673325e-06,2.1124266342845575e-06,2.0514893200078384e-06
2007-01-05,17,0.039,0.0397,0.0422,0.0445,0.02751068376068376,0.0355676835525702,0.045802615411620146,0.059821057012068246,1.6174026590693258e-05,1.4693534844668345e-05,1.327453045462524e-05,1.193820224719101e-05
2007-01-05,18,0.0228,0.0231,0.0257,0.0271,0.0333516081871345,0.03737774571107904,0.041072200605274535,0.047406724067240676,2.441723521767381e-05,2.174523007856341e-05,1.9365182302925494e-05,1.7809553095530955e-05
2007-01-05,19,0.018,0.025,0.0218,0.024,0.06494341563786009,0.08148148148148147,0.10565324498810738,0.13792438271604934,2.481995884773663e-05,3.0370370370370365e-05,2.4634726469588856e-05,2.083333333333333e-05
2007-01-05,20,0.11,0.111,0.113,0.146,0.005608164983164982,0.006235402068735401,0.006923959357587674,0.00800672247590056,0.001094276094276094,0.0010354104104104104,0.0009515322844968861,0.000919583967529173
2007-01-05,21,0.128,0.131,0.134,0.136,0.009675202546296295,0.010160446706248234,0.010451216141514647,0.010893246187363833,1.293041087962963e-06,1.2634294599943454e-06,1.2351437258153674e-06,1.2254901960784312e-06
2007-01-05,22,0.184,0.208,0.243,0.297,0.05862520128824477,0.07066862535612536,0.08478128334095412,0.102880658436214,4.799466586151368e-06,2.3982816951566954e-05,0.00013526901386983693,0.0007638109489961341
2007-01-05,23,0.616,0.629,0.648,0.676,0.03363245550745551,0.03937761290702467,0.04876114540466391,0.06968414420337497,1.8300565175565176e-05,0.00010322822822822822,0.0005679869684499314,0.0032017039228577687
2007-01-05,24,1.69,1.79,1.92,2.12,0.03828347578347578,0.046619594454789984,0.05889515817901234,0.0808001397624039,2.492877492877493e-05,0.00014289778605421064,0.0006630979938271605,0.003084599930118797
2007-01-05,25,1.52,1.61,1.74,1.94,0.0409661306042885,0.050178283873936046,0.06345785440613026,0.08710385643375333,2.8935185185185183e-05,0.00014521509086726477,0.0006917837377607492,0.0033588678885070633
